	Unnamed: 0	id	like_ratio	dislike_ratio	views_to_days	duration	comment_count	peaks_count	heightxwid	label	comments_sim_score
24850	24850	f1Ig_slKMeA	0.02201799866490662	0.8272185526973962	8662.478260869566	184.0	32027	1.0	0.02348873291442109	1.0	0.78905964
24882	24882	JNozN06X1rY	0.03646237393328161	0.17543859649122806	3.5315068493150683	183.0	41	1.0	0.017643567587864308	1.0	0.6769864999999999
24900	24900	86AiIU5mPI0	0.16177636796193498	0.06422018348623854	5.146938775510204	61.0	12	1.0	0.2454379382922187	1.0	0.7461964
24910	24910	cn44jrEAmgw	0.2109704641350211	0.0	1.0394736842105263	38.0	80	2.0	0.004355045540649301	1.0	0.82950014
24934	24934	CTXV6dEFsDI	0.13005780346820808	0.021739130434782608	1.4978354978354975	192.0	17	5.0	0.017780435299802454	1.0	0.7556090999999999
24939	24939	R5MlkCJON6s	0.0499457111834962	0.02127659574468085	1.8719512195121952	280.0	20	4.0	0.016590790480444338	1.0	0.74505186
24965	24965	4dsckLzXBzQ	0.06299212598425198	0.09433962264150944	3.4324324324324325	270.0	100	1.0	0.024136115785371736	1.0	0.6222954
24977	24977	c13NBGFR3mo	0.014902476440937982	0.014492753623188406	21.728571428571424	377.0	22	1.0	0.05901308030408379	1.0	0.7817695
24994	24994	0hOFUp7kv1w	0.0043969102792632215	0.06329113924050632	41.149144254278724	1644.0	22	1.0	0.020335555656630328	1.0	0.7623791
24996	24996	WZt57x8qYww	0.08867924528301886	0.0	6.411290322580645	45.0	35	1.0	0.007211625919376854	1.0	0.8252755999999999
24997	24997	iI3UsWf28o8	0.0425624133148405	0.006072874493927126	197.19658119658118	182.0	156	2.0	0.0011089536585027373	1.0	0.7978656
24999	24999	7eAjsaJx6vo	0.10778443113772457	0.003690036900369004	5.950118764845605	145.0	138	1.0	0.012249181477445343	1.0	0.80760413
25006	25006	YM9ULoKa9uc	0.016862447896930654	0.05319148936170213	26.92857142857143	408.0	32	1.0	0.0065742590806212855	1.0	0.6065366
25009	25009	HT9CkKcmrjM	0.4406779661016949	0.02985074626865672	0.9735973597359736	274.0	23	2.0	0.029277634397785426	1.0	0.7435696999999999
25019	25019	D_ZRJe-ve98	0.16666666666666666	0.0	0.04235294117647058	144.0	17	2.0	0.01090526083652174	1.0	0.8145699000000001
25030	25030	ly2XqGHZkV8	0.014174997191957769	0.041033434650455926	264.1839762611276	255.0	199	1.0	0.04346886615949816	1.0	0.644262
25072	25072	VEABbRA5gVE	0.1991701244813278	0.020408163265306117	0.5710900473933649	115.0	21	1.0	0.16525400992580866	1.0	0.941997
25073	25073	d11wNPt2Yis	0.022201521502872225	0.04560622914349277	405.7322834645669	984.0	1089	2.0	0.005249681273808361	1.0	0.389835
25086	25086	Kpq4bEHNRS8	0.1575178997613365	0.043478260869565216	0.5283732660781841	300.0	33	1.0	0.09511911383454727	1.0	0.51058227
25102	25102	muzM5AcPYa8	0.004255122334767125	0.05802047781569966	189.1049562682216	224.0	13	11.0	0.001151289438885082	1.0	0.49944896
25110	4	WyCVj-iIKag	0.029083423130305583	0.02625098836552581	1426.4167468719922	875.0	2505	2.0	0.024406813537964072	0.0	0.475936770439148
25111	5	DqYCqwhSHrA	0.03261634149050387	0.03346132748217225	44.13562091503268	274.0	244	2.0	0.0013487599492559073	0.0	0.7077748775482178
25117	11	ySq7DOeGRCU	0.0338987907251574	0.01591497227356747	1059.020903573837	1366.0	4614	1.0	0.002480795204762199	0.0	0.7617747187614441
25139	33	YgGcB5-2L7c	0.004910456383593297	0.1282051282051282	4.415816326530612	70.0	1	1.0	0.0064395493788820465	0.0	0.7431798577308655
25147	41	QCdlf9gJxjo	0.02760963374774117	0.015492957746478872	68.51759133964818	237.0	118	1.0	0.00955621549994541	0.0	0.9174942374229432
25159	53	SWFwUux_ts4	0.032187680774686395	0.0366841059257116	7371.086448598131	9128.0	0	1.0	0.003811530351290022	0.0	0.5264057517051697
25174	68	qqU-VjqjczE	0.010842958611304724	0.012096012096012096	594.7735965453422	617.0	730	1.0	0.0010648247835298183	0.0	0.7810322046279907
25177	71	ILOZ-ScDIZU	0.015231499347973874	0.031725363756613764	2888.072300469484	289.0	2654	2.0	0.001931325051174728	0.0	0.8964890241622925
25182	76	qXyMmIj4rVs	0.03338699206811055	0.03578601222661164	3008.2264367816088	783.0	5438	1.0	0.003542298762741256	0.0	0.8415399789810181
25183	77	9EyB_ZgRlFg	0.035637997225301137	0.021169354838709683	166.94975490196074	587.0	814	1.0	0.0011210692551288151	0.0	0.468729704618454
25192	86	flr-EwNrjlQ	0.00697123860373747	0.06272140029172744	8272.083333333334	1309.0	1752	1.0	0.005103405937663986	0.0	0.5164165496826172
25197	91	vCixqvOQu9s	0.04792519918351221	0.016538752567290024	166.67032484635646	305.0	1421	1.0	0.010031651188723513	0.0	0.463408887386322
25211	105	VCHbb_BW2PY	0.009284056749283223	0.027871184687015004	1753.3595018949645	931.0	2027	3.0	0.017358136606322194	0.0	0.7191609740257263
25217	111	sM3MQ3irVUU	0.03938542871303486	0.005215939912372209	84.95438596491228	865.0	549	4.0	0.0004972903945099505	0.0	0.6104679107666016
25219	113	aeY-NP1I51M	0.146037756458102	0.00723965101169482	183.256046705588	461.0	1960	1.0	0.006392516822125782	0.0	0.7957203388214111
25241	135	5xaqPjnGks0	0.015419947506561681	0.09615384615384616	38.1	263.0	6	1.0	0.007956344502145428	0.0	0.657281219959259
25242	136	LIvTHnsIKug	0.014026512684925848	0.025084067981459603	1351.1766784452298	643.0	2133	1.0	0.0864633005840624	0.0	0.7603013515472412
25245	139	QSebY2cSWrM	0.005303459166343891	0.0582010582010582	18.030083266183187	127.0	58	1.0	0.00016911703936016832	0.0	0.8742144107818604
25247	141	ILHwovPStW4	0.0039393129169151865	0.058109990984345536	4601.35646687697	869.0	5586	2.0	0.0006592452551635048	0.0	0.8875637054443359
25249	143	B4REJ3bOzTI	0.041029314967014084	0.005793014082359891	10451.531506849316	884.0	22483	1.0	0.04402462772951847	0.0	0.4379581809043884
25250	144	2kkawzASbOk	0.03789807014399235	0.08842022060144432	591.4134275618375	831.0	2782	1.0	0.017094707305624318	0.0	0.6308505535125732
25258	152	usu40dRnsYw	0.04600600078271079	0.0075046904315197	12.311027837259099	211.0	120	1.0	0.006574710773592811	0.0	0.7121550440788269
25259	153	XNho7pfUSF8	0.014070713140077877	0.018481848184818482	338.99117882919006	488.0	450	3.0	0.004895441398397925	0.0	0.4263947308063507
25269	163	j1YQVhABfxw	0.04382714374847408	0.028823900694298337	1431.5728155339805	455.0	3586	1.0	0.000628029927481029	0.0	0.5003637671470642
25284	178	hPFN4UDgMZ4	0.012571114143649764	0.01909897198145535	1053.3272108843537	257.0	881	1.0	0.0009333609341899467	0.0	0.5967686176300049
25293	187	a3WMOuBKGws	0.005573586968419648	0.07570476535705323	16612.673184357544	1160.0	4554	1.0	0.0017771968855405766	0.0	0.695570170879364
25299	193	_9azNHxhHNc	0.039543562162957034	0.056167168530274834	32323.714285714286	1385.0	12016	3.0	0.00027406517498447167	0.0	0.8309647440910339
25308	202	jJrUui6LwI0	0.013263860085718235	0.07418576598311219	105.63943404837973	198.0	218	1.0	0.017626323076613427	0.0	0.3748641610145569
25311	205	HtwADKTYpMw	0.027393249124082437	0.014807940606843125	2163.473300970874	2207.0	1550	1.0	0.013466255719313959	0.0	0.4490242004394531
25318	212	odb87kIDvAI	0.01545080955804247	0.027027027027027032	58.468632371392715	38.0	238	5.0	0.0037367422447043375	0.0	0.5054883360862732
25324	218	TWRSR7y1288	0.020633887867241543	0.018407638904905783	25000.88484848485	240.0	18958	2.0	0.004615441011919396	0.0	0.506698727607727
25325	219	15JH1fheRO8	0.019865909187208892	0.022610647851186657	117.46056661562021	37.0	1109	2.0	8.761765508988914e-05	0.0	0.8501216769218445
25332	226	8JDOB--Z9bQ	0.0036158715610190924	0.17090069284064666	1174.96449704142	653.0	19	4.0	0.003978113817631775	0.0	0.4772172570228577
25333	227	hX2DAtOADwM	0.004552912535260487	0.029266770670826836	2404.443349753695	235.0	522	1.0	0.012447857484549806	0.0	0.6393951773643494
25346	240	_d9icoqMMAE	0.003122748018256065	0.35	28.909722222222218	136.0	3	2.0	0.015147589294109825	0.0	0.7535740733146667
25347	241	N1L95yHY_Jg	0.017031822615940308	0.020841227737779463	330.5359477124183	262.0	161	3.0	0.0005426434402073894	0.0	0.4722341299057007
25362	256	jUOB5Rz5Jck	0.04776908240564805	0.012391802914847969	6499.0465116279065	790.0	1308	3.0	0.00011952392100864056	0.0	0.6798977851867676
25369	263	33nqRviHWBQ	0.005811337732453509	0.00641025641025641	74.92134831460675	118.0	12	13.0	0.02101169371755208	0.0	0.6848771572113037
25383	277	sV9-S76YJKc	0.0433771490715912	0.09334828968913987	2270.457983193277	913.0	53281	1.0	0.051680862788662005	0.0	0.5711483359336853
25393	287	g4DlBj_ATk0	0.015469613259668509	0.0	0.4650565262076054	220.0	0	3.0	0.014863934631583343	0.0	0.8900356292724609
25399	293	YQAcw0rervw	0.02794083439377146	0.0117123221372568	269.48008849557516	223.0	1203	4.0	0.0005064369697942807	0.0	0.33328932523727417
25403	297	HUgQ7wDNM38	0.01714460269578831	0.027349038721906308	344.02627257799674	966.0	216	1.0	0.0003164128555547103	0.0	0.8695505261421204
25404	298	KsiLWBURhhs	0.005768707885943793	0.031558594019750016	1375.804753820034	218.0	436	4.0	0.005139043610842761	0.0	0.8932386040687561
25415	309	DXzPsZHYUbI	0.008820166174978106	0.08180756078217341	8943.04249084249	288.0	10756	4.0	0.0014804334327467932	0.0	0.5420147776603699
25416	310	GbSR81vmUS4	0.007612388062238982	0.0431995379728559	1534.7820874471086	220.0	297	1.0	0.011064466137965759	0.0	0.4744024276733398
25421	315	7EWs5QBv6_w	0.020551823232960176	0.016911385066893717	6339.608643457383	890.0	15478	2.0	0.003675388301705617	0.0	0.6140730381011963
25426	320	lbm5fA71fJA	0.05747813829170506	0.020282920740586644	900.3901098901099	226.0	861	9.0	0.0003144443913094069	0.0	0.4331756830215454
25429	323	YneRY5PRolU	0.05273902843764351	0.010972052526720162	4587.274098007539	689.0	22081	1.0	0.038995271600796695	0.0	0.8984349370002747
25431	325	mqQf4Sg1g9w	0.008109382353643344	0.04851999279243861	5012.379986004199	173.0	4157	2.0	0.0003055981673198583	0.0	0.462628424167633
25435	329	JOpraSTTDGM	0.002710787525593543	0.07116210716708117	5094.181512605042	879.0	3821	1.0	0.030171919871430194	0.0	0.4643446207046509
25444	338	x1ApVIMuyiI	0.013678087126131468	0.04319506342132328	1062.7552083333333	980.0	256	1.0	0.09194536725460507	0.0	0.5836034417152405
25449	343	hejGjOxLp94	0.005216271246104798	0.012869038607115822	78.76086956521739	100.0	91	2.0	0.010003278090990615	0.0	0.6833423972129822
25454	348	ht0GDmyIBlQ	0.0023729383795242512	0.1066413425911511	7482.263613861385	1448.0	4190	1.0	0.0016083534760091135	0.0	0.4420669376850128
25458	352	wfwrzbt9fSM	0.0044	0.32098765432098764	84.45945945945945	1363.0	4	1.0	0.013313067786384192	0.0	0.42977625131607056
25461	355	D59v74k5flU	0.016499019698397115	0.02564771143012749	38209.814965986385	647.0	40740	2.0	0.006721958497184975	0.0	0.460810661315918
25462	356	_Wp0vZnR_FM	0.001681154304302081	0.3399386638891824	460356.7182890856	233.0	7806	1.0	0.00020351572714176263	0.0	0.5744120478630066
25469	363	IssysxAisfo	0.0041178977928060505	0.0667378414837223	164416.76265822785	166.0	28614	4.0	0.0004088395848862935	0.0	0.7360247373580933
25476	370	9O30mOu7bgo	0.010916765409515222	0.06523399063250285	13153.06045949214	64.0	3776	1.0	0.005968886854790522	0.0	0.7688313722610474
25480	374	HVCnSXW7uwk	0.02424911976728475	0.03464641670621737	181.4260994953136	739.0	393	1.0	0.009949016726823535	0.0	0.5757080912590027
25483	377	9rQZuEnSt0s	0.04845945498277137	0.019402350941792948	1207.456338028169	908.0	2466	2.0	0.032685024456299394	0.0	0.5352699160575867
25485	379	aEpMk7zuvVQ	0.09275956373605028	0.007975288277493348	1590.84375	562.0	2761	1.0	0.0272938890170974	0.0	0.3543550968170166
25492	386	RAkBbOSvr1g	0.007190495894827329	0.03891992551210429	280.81103286384985	324.0	901	3.0	0.04281858112062969	0.0	0.5108571648597717
25503	397	WnOW6YyHyIU	0.0170166197374941	0.12190984003877847	282.3733421750664	785.0	2420	3.0	0.005394912050856248	0.0	0.5227801799774171
25524	418	RlkYjhzd7pU	0.003852784285431142	0.12294084232735535	2780.222001982161	251.0	2053	3.0	0.0002650825112493672	0.0	0.5739299058914185
25536	430	6FFQgEoSZ2A	0.05530901360808106	0.0068817563802518675	2502.7961165048546	413.0	8142	1.0	0.003679084793821343	0.0	0.4588819742202759
25549	443	_LAunryCu9c	0.003408778488971179	0.012027152634988592	5900.17373853211	42.0	1177	1.0	0.017126162505410308	0.0	0.6900362372398376
25558	452	4Q6kdHSWNZM	0.03413874696306902	0.016292442497261774	388.3111931119312	471.0	1778	3.0	0.00013246818372404992	0.0	0.7292848825454712
25572	466	n8xWRYSiBYk	0.008536965852136591	0.047209821428571434	3095.987616099071	1273.0	715	2.0	0.012125184938505366	0.0	0.9192458391189576
25585	479	ojuuT2eT3VQ	0.0008142273343330808	0.31601731601731603	2192.64406779661	362.0	24	1.0	0.007636739948603425	0.0	0.4993703663349152
25589	483	GZlIjamk1w4	0.05830106674917659	0.0121673376395365	2223.903536977492	480.0	22252	1.0	0.032568543121682086	0.0	0.4625642597675324
25609	503	wmiodQEKlDg	0.018498297899672427	0.028849756463094792	182.6870925684485	493.0	598	1.0	0.006149833444725865	0.0	0.8581465482711792
25612	506	gNtkhBdMLIg	0.006651633051461672	0.044452153228603984	3268.1364148816238	618.0	3731	4.0	0.00041336496221659465	0.0	0.5148561000823975
25614	508	-RiQtehgakw	0.03146363258596787	0.018469656992084436	201.88047512991832	82.0	389	1.0	0.006639139380806318	0.0	0.8598491549491882
25615	509	HqoCt6sD8Mw	0.05651234765469738	0.023761765159697582	1296.8088803088804	4350.0	0	1.0	0.005595902261039115	0.0	0.7726456522941589
25618	512	ncv6KEH0UBY	0.004535833081342607	0.16666666666666666	11.172297297297296	445.0	0	3.0	0.04681457838750444	0.0	0.4791826605796814
25632	526	tdgk20gP-SY	0.016028600238335317	0.021006897787333157	1984.8981077147016	192.0	876	1.0	0.027337040312390242	0.0	0.4589680433273315
25640	534	Umap3QqbRr4	0.02062272974210936	0.11029411764705882	101.43381955699621	313.0	395	1.0	0.0040537991551139975	0.0	0.5382927060127258
25654	548	N8FmPXOHyo4	0.0038183422298226776	0.05864924181963287	13279.18162278345	475.0	12958	1.0	0.03834912597078318	0.0	0.7029758095741272
25655	549	SyCOUqh387E	0.022076271226103814	0.030043183220234426	1078.565371024735	60.0	1262	4.0	0.0015728503036157024	0.0	0.589709997177124
25657	551	1kUceFv8FoA	0.006642903434867142	0.10248756218905472	516.2889733840303	225.0	91	1.0	0.007497308597381844	0.0	0.4850185811519623
25671	565	yFSwHh-zbvI	0.028507678972383627	0.03605289264500898	1039.6440154440154	297.0	8399	1.0	0.001740593794702892	0.0	0.7186508774757385
25672	566	XSCauueCdag	0.02880876915789507	0.01665671965709945	267.1397027600849	520.0	2076	1.0	0.004667716860394776	0.0	0.7980117797851562
25673	567	wvSf8-SSoDs	0.04666849465313957	0.02357358923542297	143.47997138769668	225.0	752	1.0	0.03207503307433891	0.0	0.7619134783744812
25685	579	D3HwtZh0cgg	0.007623170509240418	0.031855647137447096	2923.610256410257	397.0	261	2.0	0.0017288948261782408	0.0	0.3676335215568543
25687	581	oG2iitTrs3U	0.06073027818186251	0.02357183923064862	630.373975409836	1003.0	2580	3.0	0.0020718196754873322	0.0	0.6074377298355103
25699	593	gdTZL5KPAqo	0.04793828559274545	0.019739043158246903	183.68219383921863	838.0	730	4.0	0.01861362896398354	0.0	0.3810431659221649
25705	599	4f54PaiPf_c	0.0012397505769136347	0.2462686567164179	96.64056939501779	42.0	6	1.0	0.013868544824079407	0.0	0.36740583181381226
25709	603	zgvXYNj6_Rk	0.0037731127733540673	0.18494208494208492	2614.415887850467	6451.0	165	2.0	0.05742061860110365	0.0	0.5571386814117432
25728	622	YFCN1KZLFJA	0.012365124877386252	0.07458823529411765	743.4483833268408	702.0	2384	2.0	0.0074898976183625544	0.0	0.5411099791526794
25735	629	xrd4SpEWSYs	0.022916133435713675	0.02657646774583233	1078.6196319018404	2128.0	367	1.0	0.0011498552331105946	0.0	0.6119515895843506
25741	635	VMiDSZDxXCM	0.029575044313079783	0.020851951146857308	524.25	21.0	415	1.0	0.008673691107605233	0.0	0.6750746965408325
25743	637	ADTTXRxVUcY	0.029251649101524	0.015313935681470138	177.74932614555257	618.0	1012	1.0	0.0011862208998386235	0.0	0.8761439323425293
25744	638	kYj0O5tCcgg	0.01714089296518169	0.024436022378632016	674.7171587505347	321.0	5425	1.0	0.02552478559241832	0.0	0.8752622604370117
25749	643	D68-vIptwSU	0.012041259563259752	0.008560727661851257	408.0695344725987	172.0	1313	1.0	0.014202735244373562	0.0	0.4223966598510742
25756	650	zcR4gZkZleA	0.0029617496117148555	0.13297515110812627	341.07276995305165	1426.0	121	1.0	0.0007827533775659236	0.0	0.5035536289215088
25758	652	j-RgrEEkvW4	0.007169898452494912	0.08782129742962058	3750.1443174984965	345.0	17537	1.0	0.04167190090603422	0.0	0.4954387843608856
25759	653	QdutQZo0r7s	0.030947709401657895	0.008085756426464391	2450.181879194631	1195.0	10903	1.0	0.0015831537783603698	0.0	0.6827836632728577
25767	661	SFJgAN2bgms	0.0204438618149356	0.14113087548444794	15152.605734767023	832.0	18307	1.0	0.0052658838434807	0.0	0.5054969787597656
25772	666	GpgqMaW1jVA	0.04831260026792725	0.00873972177690438	1060.8275401069518	498.0	1078	1.0	0.004460827751664169	0.0	0.5065991878509521
25780	674	6U_avfWqwf4	0.01650552901971699	0.016047699089784657	10970.855058365758	894.0	16065	1.0	0.06744543831711422	0.0	0.535771369934082
25782	676	XSL7Jt__cbw	0.028928615953963555	0.052493015258972715	676.5860155382908	880.0	2372	1.0	0.02430729907600993	0.0	0.7596418261528015
25788	682	aoxCKad7FJo	0.0013343555711963534	0.054896142433234416	121.65749235474007	381.0	415	1.0	0.0017465461068629988	0.0	0.7345170974731445
25793	687	bqPYBhwFhLM	0.0848838695303203	0.018017506975490944	4008.613022113022	807.0	12139	1.0	0.012734729037686136	0.0	0.7667393088340759
25794	688	LAPDSfumonA	0.09693645543907868	0.00481243830207305	275.0374655647383	604.0	1514	2.0	0.13752333559973307	0.0	0.6187295913696289
25795	689	PP9K5CP7Vgk	0.025151094818190826	0.009365853658536585	125.92638802245787	189.0	449	1.0	0.004514700687384681	0.0	0.9003377556800842
25801	695	kTtJQS1EaCw	0.023434274841806352	0.03252862851233867	3499.840909090909	293.0	4998	1.0	0.0015214117596367642	0.0	0.5681586265563965
25803	697	XV4uC9ncaZY	0.031966165043769056	0.14698162729658792	6.121011438892233	213.0	70	5.0	0.02169076612454042	0.0	0.5251379013061523
25807	701	54LLxMPtQVY	0.041717699402604544	0.03077816492450639	439.63736263736257	1374.0	265	2.0	0.04141756770674437	0.0	0.4727762639522553
25809	703	CeD3FVFojvI	0.062439463029769215	0.0189077354089252	3079.0987748851453	425.0	47959	2.0	0.03290877946915284	0.0	0.5685040950775146
25811	705	gx5IyumKmDI	0.010661661191928672	0.04262722923010005	795.9156626506024	294.0	1935	3.0	0.0017125053714381392	0.0	0.6041257977485657
25814	708	rxPZynJMA3Y	0.02597162947084736	0.01693401015228426	7703.256198347108	506.0	23792	3.0	0.0018460014284251585	0.0	0.3522717654705048
25819	713	7Bn7EFN8MoA	0.011962488000590741	0.033797216699801194	202.62842892768083	1329.0	58	1.0	0.003285182535074384	0.0	0.8250869512557983
25821	715	7tnCiJnrUok	0.004979165124639166	0.09226841721371262	1408.1211267605634	1290.0	167	1.0	0.03555119973741405	0.0	0.6492487788200378
25849	743	1sIm1t9l9x0	0.02943923056724913	0.021846197143460214	512.1952277657267	677.0	2337	3.0	0.00015258389361755512	0.0	0.6908016204833984
25866	760	fnuf2jqWlSc	0.009996612229314434	0.12476459510357815	774.8458333333333	2581.0	312	2.0	0.0017972701932357817	0.0	0.7924675941467285
25899	793	cDLxIvzkTsg	0.044087386992787074	0.010502493016018952	346.4486899563318	111.0	934	2.0	0.0291816083096592	0.0	0.5010956525802612
25906	800	wzcQSzLN4hI	0.016174213278348785	0.017174945488216495	2751.599639314698	2621.0	39634	1.0	0.029274543776585237	0.0	0.4627037048339844
25908	802	nomLQ6uJW_8	0.011233576173567404	0.039277681801884026	2398.301188299817	99.0	7979	2.0	0.0025662691099817684	0.0	0.4154951274394989
25910	804	v2nyM4qe0FY	0.03957073383893472	0.026688872405637276	2410.851851851852	913.0	5407	2.0	0.08826253052244414	0.0	0.4632904231548309
25911	805	ki7HJdMqN5E	0.02631295157985549	0.0423861852433281	34.446508172362556	802.0	595	1.0	0.02198449880157696	0.0	0.6530049443244934
25914	808	UWc5j_ACMvQ	0.033945869246061015	0.02403312127638089	114.298675230831	181.0	629	3.0	0.009643842193194651	0.0	0.4912406206130981
25920	814	Ns5xOs0v7L0	0.03869147116084246	0.023815430414289258	647.7834394904459	220.0	166	10.0	0.0003851025538518623	0.0	0.8256694078445435
25929	823	nO46WCT13Ao	0.035903794465794364	0.03157457415870378	565.1664853101198	516.0	2161	1.0	0.03848675450354655	0.0	0.3841417133808136
25933	827	fqEohwbDAj8	0.025320202133191538	0.016989604478070984	2866.2497729336965	302.0	5551	3.0	0.0020145518403675085	0.0	0.5033507347106934
25934	828	eU91uBeUWvY	0.025863701011373138	0.01827244854082148	12139.440209267563	232.0	86084	1.0	0.0026616129118435788	0.0	0.7296065688133241
25936	830	AjPOP3Klg9s	0.02745862817683884	0.015381877854445522	1698.1966292134832	578.0	7619	1.0	0.00034800322859656767	0.0	0.7869077324867249
25940	834	Ezycp1CybzM	0.03860230013459245	0.011207865168539326	6217.4227272727285	974.0	8480	8.0	0.008468105206534293	0.0	0.6592630743980408
25941	835	F0k2GtqiGnk	0.07311353290108981	0.00895701555935177	700.6789976133651	620.0	885	3.0	0.0042436853022344585	0.0	0.35490772128105164
25942	836	NI10iWg3pt0	0.022161119242013798	0.02968103728719037	11744.196675900275	181.0	3574	1.0	0.0005981312867308218	0.0	0.4526437222957611
25947	841	VxcbppCX6Rk	0.0055257365217029645	0.05055204560874814	8720.779516994633	98.0	57704	1.0	0.01059402368576323	0.0	0.645343542098999
25955	849	Koxzz7LDmEE	0.018026786704717832	0.025926505972635502	10313.154891304348	295.0	6770	1.0	0.3656098527000457	0.0	0.4866129457950592
25958	852	CAdDJzYJliI	0.008967554707312609	0.2257336343115124	267.4755244755245	173.0	23	1.0	0.017921231918029794	0.0	0.8283817172050476
25967	861	XUQMWzytYbw	0.06188178791262752	0.015742893266446432	1361.2059336823736	874.0	4227	1.0	0.006142361594095668	0.0	0.4858950078487396
25982	876	lGmzZS8Ekkc	0.02445981652892265	0.022609819121447033	408.7437591776799	1156.0	3666	1.0	0.014045689758034502	0.0	0.922322392463684
25983	877	eBQa6tixYBs	0.05778301886792452	0.02	9.636363636363637	793.0	1	1.0	0.005260976958855425	0.0	0.7821096181869507
25988	882	O2OMsSsB-Nk	0.0277336388692373	0.011181217901687454	1599.6240947992098	531.0	1003	1.0	0.002501919059639142	0.0	0.7853308916091919
25991	885	-cWqcCkDRJ0	0.054277264004169865	0.013988020515763424	731.9248554913295	719.0	2511	1.0	0.03101656806726557	0.0	0.7191640138626099
26007	901	PU1qTCjUSgg	0.013700519728621435	0.08411142835095299	3370.885214007782	346.0	4963	1.0	0.030723040317882106	0.0	0.43601343035697937
26059	953	8k2JwSj-bXk	0.030897826728291868	0.00794089323208563	3049.1754122938532	1755.0	6808	4.0	0.0014918765164338762	0.0	0.9417227506637572
26065	959	ZxzqV9j945o	0.02823684956086505	0.035483870967741936	13.896325459317586	358.0	8	2.0	0.0007777737577480001	0.0	0.5009520649909973
26073	967	PzaseZTNveE	0.0054315786954857136	0.052486777506344416	2708.076583210604	588.0	2735	1.0	0.0931094929516562	0.0	0.3962377309799193
26075	969	s3WpxEElJrA	0.04615384615384616	0.0	1.5116279069767442	844.0	0	4.0	0.0008594654108137308	0.0	0.5112103223800659
26076	970	qjBqpP2-zow	0.07011482125507372	0.014490237956876447	3132.744322960471	447.0	18722	1.0	0.019466138252743164	0.0	0.3235911428928375
26077	971	zjsOOT347cA	0.00885974193593182	0.03572703037427318	2411.5879069767443	128.0	2039	1.0	0.09286154564480192	0.0	0.4891558885574341
26078	972	5gIaniqmEfg	0.026870223431167344	0.013867167939107724	5200.599344978166	757.0	11570	2.0	0.006547510919091789	0.0	0.7926549315452576
26082	976	lal2fNUwSw4	0.03262867401751892	0.012174100409394529	970.6753022452504	613.0	478	1.0	0.0013445326865124626	0.0	0.7616087198257446
26085	979	c73Q8oQmwzo	0.027485157240943983	0.02739437361711095	442.4953886693017	974.0	415	1.0	0.010930954452450395	0.0	0.4809090197086334
26086	980	jHgDWh5uHyI	0.007072139847720973	0.04397796919989008	10895.350505536831	706.0	11273	8.0	0.005883961793877161	0.0	0.6501539945602417
26087	981	UiLXzNdJEXc	0.019637244508917774	0.02941514420314834	692.6763285024155	192.0	622	1.0	0.012140676452148207	0.0	0.6487852334976196
26090	984	k0V1W0SzpPc	0.02109716671656236	0.01835200471698113	2287.3804347826085	1254.0	11425	1.0	0.06443285341408328	0.0	0.8983655571937561
26093	987	W62IJtPwwx8	0.01127874428204426	0.021176253005363417	841.6959641255604	1578.0	1186	1.0	0.01915726620928337	0.0	0.7716882228851318
26094	988	4FOVyu-9yUQ	0.004306918481617422	0.17654818303026865	28925.912017167382	352.0	1835	1.0	0.026868636987983904	0.0	0.4571727514266968
26096	990	B-WNMmBZ0wg	0.07855263015389947	0.01070722226011048	78.34789987271955	1302.0	4281	2.0	0.008002537178527022	0.0	0.34142911434173584
26097	991	0B10cpDng_w	0.06432512959275193	0.02455048409405256	98.99623777276148	446.0	618	4.0	0.0017648200204771066	0.0	0.4933356046676636
26098	992	bPf0NLOmVGw	0.017083026066394037	0.016146016146016146	264.64677419354837	489.0	2155	2.0	0.006063252383303946	0.0	0.5877922177314758
26099	993	eS4Bp-ukAq0	0.02561219054178392	0.027579162410623085	1080.5174418604652	431.0	205	1.0	0.021167267533349698	0.0	0.90809428691864
26100	994	Fj6-6CyDoUY	0.013285533530156051	0.2861189801699717	83.92920353982299	568.0	212	1.0	0.0011123410692203996	0.0	0.6641051769256592
26105	999	6b5bog3et0M	0.010040520089176743	0.01907790143084261	33.47004357298475	218.0	52	1.0	0.00014553545384159126	0.0	0.7297930121421814
26106	1000	RFTdxs0ePsk	0.011432094953727354	0.02942242887002517	20053.357682619648	1633.0	10774	1.0	0.02580919860982084	0.0	0.8040735125541687
26110	1004	QwoghxwETng	0.0172702952056201	0.016185580598391987	12304.590747330962	187.0	15455	1.0	0.0004131896471182069	0.0	0.3669142723083496
26111	1005	pspDrtDYYZ8	0.012027781188502444	0.047772146153264236	1576.1076807228915	560.0	3154	2.0	0.0017946084863645316	0.0	0.8846129775047302
26114	1008	hSoEasbFP10	0.059591770287947626	0.009491951549499836	1616.8383419689121	498.0	5892	1.0	0.04691606372251629	0.0	0.711726188659668
26121	1015	F-swUgoCgaI	0.015970705203607237	0.013408304498269895	308.80864864864867	235.0	125	1.0	0.026855750869777564	0.0	0.9005894064903259
26131	1025	f41P6fDl9js	0.003927284924854265	0.0384081164321517	1956.7833011583007	1469.0	2045	3.0	0.019607227110316868	0.0	0.6872010231018066
26132	1026	gBvPD8ZjCPM	0.03160442272101741	0.09016393442622953	127.71515151515152	3703.0	38	1.0	0.005186131399046319	0.0	0.8422142863273621
