	Unnamed: 0	id	like_ratio	dislike_ratio	views_to_days	duration	comment_count	peaks_count	heightxwid	label	comments_sim_score
7733	7733	wkPYs-aHPUw	0.0782312925170068	0.0	2.4915254237288136	554.0	33	1.0	0.00853944431451754	1.0	0.7679024
7739	7739	5qHCeazNC1Q	0.013447554537304512	0.012195121951219513	69.0756880733945	281.0	41	3.0	0.0011364061492735553	1.0	0.5365285
7742	7742	57kLtIFH620	0.2137404580152672	0.06666666666666668	0.4869888475836432	137.0	20	2.0	0.010804041298855366	1.0	0.8047115
7751	7751	YCYLtHu10i8	0.03708386009270965	0.14563106796116504	14.381818181818181	131.0	149	1.0	0.005442564398313826	1.0	0.6346533000000001
7795	7795	TF4sENkjRL0	0.09090909090909093	0.35714285714285715	0.4520547945205479	305.0	41	2.0	0.04751219157677596	1.0	0.73247594
7803	7803	UhD9H8GmiDs	0.2206896551724138	0.030303030303030307	1.3488372093023255	324.0	48	1.0	0.01512210356446779	1.0	0.6951487
7824	7824	fmg5NgzTmwM	0.1059322033898305	0.0	0.6430517711171662	178.0	18	1.0	0.1411818070497317	1.0	0.7948333000000001
7832	7832	MqVYXF8-7ZY	0.0583756345177665	0.14814814814814814	1.8240740740740744	112.0	20	2.0	0.0568317007792318	1.0	0.59007114
7837	7837	zoT578x9fWI	0.06431852986217458	0.17647058823529413	1.4383259911894273	318.0	28	2.0	0.06694203955279436	1.0	0.68347275
7866	7866	p6gevZK_EJY	0.02426944031698861	0.0576923076923077	6.429936305732483	248.0	168	1.0	0.022660840855368573	1.0	0.7346413
7926	7926	bADgQbOZ0GA	0.0181380470270092	0.038461538461538464	190.7106918238994	174.0	68	1.0	0.009026933167945042	1.0	0.73549306
7951	7951	KkxFDb8edVw	0.0052742445547061464	0.06046065259117081	464.0475	295.0	24	1.0	0.0026777600902422034	1.0	0.82924336
7952	7952	W75-PRMMnBQ	0.019307589880159785	0.03333333333333333	3.952631578947369	174.0	22	1.0	0.05070418651042423	1.0	0.7940550000000001
7953	7953	glKXJu5qhwY	0.1529709228824273	0.008196721311475409	1.8699763593380612	321.0	31	2.0	0.02024828460009086	1.0	0.68634886
7964	7964	IeH-l5345P8	0.035564853556485365	0.15	2.39	199.0	21	1.0	0.013279544436650371	1.0	0.79250354
7981	7981	Vd8XMVz8ke8	0.0603448275862069	0.08695652173913042	0.8305489260143198	1085.0	22	1.0	0.045562036000873635	1.0	0.7116611999999999
7990	7990	gVuhJ8oOiKE	0.4823529411764706	0.012048192771084338	0.44386422976501305	292.0	79	2.0	0.023466145694297023	1.0	0.85296756
8001	8001	D-IU5O1QoeU	0.01010343998075535	0.08363636363636362	29.4822695035461	233.0	24	4.0	0.002919977493419205	1.0	0.77248704
8011	8011	qwpK3zh8zrs	0.0056457561880555365	0.30423042304230424	259.8045540796964	435.0	165	4.0	0.0006499187379882552	1.0	0.8569453000000001
8061	8061	OnOf0hHKImY	0.3811881188118812	0.0	0.6733333333333333	132.0	49	1.0	0.031010489758266	1.0	0.64290893
8066	8066	_i2HZd4fOok	0.23621590249564714	0.016908212560386472	10.974522292993631	333.0	83	2.0	0.001951888928982293	1.0	0.7609271
8070	8070	2k72tqRe-_c	0.052508751458576426	0.0	3.34765625	214.0	30	1.0	0.028332410892203883	1.0	0.63412005
8111	8111	RUXabAK2qKY	0.0898876404494382	0.08571428571428573	1.4957983193277309	159.0	20	1.0	0.1028287344202943	1.0	0.6995631999999999
8119	8119	-j31xAoJWtQ	0.04359287669992985	0.006275790921595597	1247.8023529411764	203.0	242	1.0	0.010740868784068696	1.0	0.876077
8127	8127	xpCeAki_E44	0.05802469135802469	0.06	3.0337078651685387	327.0	28	2.0	0.012667231731031127	1.0	0.82889336
8130	8130	r3D3EK8Dvr4	0.0035666518056174765	0.18987341772151897	27.22913505311077	397.0	26	1.0	0.006494210888607304	1.0	0.82468987
8144	8144	r3r268apoEM	0.011895250776742122	0.0945945945945946	50.515695067264566	1144.0	57	1.0	0.01971039998805981	1.0	0.7096649
8156	8156	RGwsx_4zAL0	0.1058201058201058	0.047619047619047616	3.098360655737705	152.0	29	1.0	0.015397665311553869	1.0	0.7188164
8160	8160	9Y9S74FKfoo	0.2946058091286307	0.05333333333333334	0.8827838827838828	568.0	39	1.0	0.02249584910217623	1.0	0.71800387
8219	8219	crrLo6OzOgM	0.007728183204281144	0.026365348399246702	32.271104679208875	3131.0	282	4.0	0.010031559521767276	1.0	0.5648194999999999
8228	8228	bxWurYxkKos	0.1762917933130699	0.03333333333333333	0.7985436893203883	242.0	28	1.0	0.02231446458411928	1.0	0.8227007
8231	8231	nbZPGyJU1DA	0.0016065390846088175	0.051587301587301584	62.29773869346734	315.0	92	1.0	0.00036757164345309817	1.0	0.5359946999999999
8278	8278	mjCMiTReyAo	0.23885350318471335	0.038461538461538464	1.4604651162790698	592.0	46	1.0	0.014518885416770062	1.0	0.6217954000000001
8280	8280	wII8kKcniPM	0.11588785046728972	0.07462686567164177	2.08984375	190.0	20	1.0	0.16823272403834796	1.0	0.80143756
8281	8281	dogXy-wR-FE	0.06502636203866433	0.0	2.0615942028985508	906.0	29	1.0	0.026829094699785026	1.0	0.68150556
8313	8313	gn_3KBtRU0E	0.006441975539165343	0.06756756756756757	43.189516129032256	301.0	40	1.0	0.06917985523090815	1.0	0.93673444
8348	8348	WXYTczmW8Vg	0.018298165222944945	0.013703208556149732	423.2887139107612	175.0	241	1.0	0.012853237364062086	1.0	0.81157136
8359	8359	PZlOsZKZkj8	0.05806451612903226	0.1	0.5149501661129569	527.0	46	2.0	0.057317892293385124	1.0	0.8063876
8368	8368	Ho1UF5vc_Y8	0.020139426800929512	0.10344827586206896	4.498257839721254	121.0	43	1.0	0.010995499039930913	1.0	0.59298223
8375	8375	5FnyxQCOgEE	0.012864622288706058	0.0851063829787234	24.577205882352942	355.0	15	1.0	0.0015922992250492385	1.0	0.7309206
8384	8384	cgPE2LC_Rhc	0.08011049723756906	0.003273322422258593	17.638051044083525	2306.0	432	4.0	0.00024862963760638224	1.0	0.8631148000000001
8424	8424	4sPBkSAJ8KE	0.007903780068728522	0.0	4.747145187601958	333.0	16	1.0	0.02091448137143152	1.0	0.6610348
8432	8432	6pTLxV0ZTYI	0.2642839164359426	0.027777777777777776	17.502202643171803	358.0	337	1.0	0.005710264878900314	1.0	0.8586666
8454	8454	RWLXr5kGk_c	0.008509858610124288	0.04018369690011482	548.8212290502794	241.0	287	1.0	0.00043988664428057676	1.0	0.569307
8479	8479	0WS6jDK-1Rc	0.121699196326062	0.018518518518518517	1.4863481228668942	463.0	85	1.0	0.01294037904231601	1.0	0.8051421
8497	8497	x428D4XxNnQ	0.028212452867708362	0.02645816838215888	1285.002457002457	628.0	1932	1.0	0.03278761629072651	1.0	0.5865001999999999
8508	8508	tWHR-CQK5gk	0.038272816486751716	0.04878048780487805	6.546038543897216	181.0	102	1.0	0.0420460593397024	1.0	0.7026441
8511	8511	0BrD50ybsm0	0.010983685995800357	0.2272727272727273	8.882352941176471	620.0	48	3.0	0.0038314918496226186	1.0	0.5683359
8531	8531	CZVttTJlNdg	0.03403141361256545	0.13333333333333333	1.7363636363636363	447.0	3	2.0	0.0021635701003084877	1.0	0.9072488000000001
8540	8540	Bhc7L2prVww	0.022176801226366886	0.02031602708803612	50.05115089514066	226.0	58	2.0	0.007121196918074552	1.0	0.8225973
8556	8556	9kMrsUHV-M8	0.043209876543209874	0.0	1.2226415094339622	271.0	35	1.0	0.025206036424587543	1.0	0.49035704
8571	8571	lWu14_gR8fk	0.08512658227848101	0.003703703703703704	7.435294117647059	132.0	97	4.0	0.004414901187189449	1.0	0.80996865
8599	8599	s05KLrFhuM4	0.012903087635994272	0.05903614457831325	25014.183673469386	388.0	6988	2.0	0.0018045178222081358	1.0	0.5844956
8606	8606	BMiziVOsDTo	0.007980666554262912	0.10126582278481013	58.147058823529406	650.0	24	1.0	0.08012741606302377	1.0	0.5802036
8663	8663	G35iMt_BylI	0.08235294117647059	0.0	0.3663793103448276	114.0	5	1.0	0.02000505257277884	1.0	0.7492945
8678	8678	n90gD6ZVYH4	0.010344827586206895	0.10044313146233384	235.48	36003.0	168	2.0	0.004316817484179032	1.0	0.4161049
8688	8688	zpQrz-Ge8Cg	0.14349775784753366	0.030303030303030307	0.3798977853492334	56.0	26	2.0	0.0077949400785576545	1.0	0.81528497
8690	8690	pjSxtNX0k54	0.0011855230697144015	0.3538461538461539	463.7094240837697	250.0	32	1.0	0.008909481091219787	1.0	0.68647784
8711	8711	X5dUwVbTLtM	0.01808219178082192	0.043478260869565216	13.931297709923664	287.0	19	2.0	0.049221716450901336	1.0	0.68328774
8806	8806	m-6hBBqg7Mo	0.10810810810810813	0.07692307692307693	0.437007874015748	135.0	16	1.0	0.11842860056503393	1.0	0.48889659999999996
8808	8808	dkFRxynxhcs	0.07445805843543826	0.042424242424242434	8.420634920634921	289.0	19	1.0	0.01165838377930638	1.0	0.76961166
8821	8821	S7bCq8g2WA4	0.017833523375142532	0.029776674937965264	85.31128404669259	61.0	37	1.0	0.061213668701347326	1.0	0.62212336
8824	8824	yh7ZfQK8rDE	0.03642987249544627	0.024390243902439025	10.835526315789476	536.0	32	1.0	0.0017630834149044668	1.0	0.87206155
8890	8890	PpVQp_oIH1c	0.03604487480271296	0.036488027366020526	63.70380434782609	1514.0	72	2.0	0.02252054157224916	1.0	0.8090904000000001
8903	8903	1WzA7WZzpzQ	0.0036728961866695467	0.15	17.016544117647058	87.0	62	2.0	0.031083853933762663	1.0	0.7923825
8932	8932	50EgxCZD1pc	0.23924941360437846	0.012903225806451613	3.8757575757575764	51.0	5	4.0	0.003962421930229926	1.0	0.7039401
8965	8965	FLtfN9bhLSQ	0.12849162011173185	0.0	0.4786096256684492	612.0	12	1.0	0.01856425420586493	1.0	0.5982208000000001
9012	9012	8S-Z2TdO1WQ	0.17351224009013622	0.013969732246798604	24.9693094629156	409.0	358	1.0	0.0009354267493346682	1.0	0.7069365
9024	9024	RfXC7cO3quk	0.018973214285714284	0.03409090909090909	14.933333333333335	124.0	25	2.0	0.020415572715747232	1.0	0.73657155
9036	9036	pHZb0T2t8cc	0.11490683229813665	0.11904761904761905	2.8245614035087723	243.0	85	1.0	0.04260039457627155	1.0	0.69128746
9053	9053	rRCgX86tcps	0.027527180198935925	0.04032258064516129	12.943113772455089	439.0	145	2.0	0.005407384836248684	1.0	0.8016171999999999
9058	9058	z8kZ_eU4qGs	0.44	0.0	0.1607717041800643	18.0	11	2.0	0.023716758770621744	1.0	0.69115883
9060	9060	eCWEZvd3vHM	0.07864077669902912	0.0898876404494382	2.9428571428571435	386.0	69	1.0	0.06145606899653457	1.0	0.7314765000000001
9061	9061	QUoZjJtWx5Q	0.17841409691629956	0.012195121951219513	2.1116279069767443	176.0	53	2.0	0.006588515918158578	1.0	0.6979719
9066	9066	5Sb93us9WUU	0.0028572061396708675	0.0583941605839416	133.973293768546	2966.0	852	1.0	0.04786298785504306	1.0	0.8405497
9076	9076	skdhSmbL6ng	0.0493046776232617	0.0	7.773955773955773	125.0	156	1.0	0.020886957559588776	1.0	0.73563385
9077	9077	wi6MNH8yEeY	0.0	0.0	3.38	107.0	16	1.0	0.018611196998284275	1.0	0.6913009
9081	9081	IMe8fQet76s	0.16666666666666666	0.023809523809523808	0.9647058823529412	146.0	70	1.0	0.030980872885518394	1.0	0.7533215
9082	9082	T0kOm8dX0gE	0.006474227445128397	0.2119205298013245	180.45441795231415	493.0	301	1.0	0.019863486142808463	1.0	0.6340435999999999
9114	9114	CZzrHK0pWpE	0.3159722222222222	0.031914893617021274	0.6889952153110048	397.0	61	1.0	0.08589412037717782	1.0	0.72084534
9150	9150	GPnypiXLTFs	0.015634234137430827	0.04901960784313725	46.76633165829146	292.0	389	1.0	0.029186305640338982	1.0	0.7190065
9152	9152	mmkCfHZcHiw	0.04595997034840623	0.0	2.8045738045738045	184.0	25	1.0	0.018849693098447508	1.0	0.660143
9185	9185	fpYoI425QvU	0.3235831809872029	0.058510638297872335	0.9414802065404476	1162.0	32	1.0	0.21091663893124266	1.0	0.72763723
9193	9193	i51JroZfGGk	0.055999999999999994	0.02531645569620253	5.130597014925373	444.0	26	1.0	0.029596728735166236	1.0	0.6497284999999999
9217	9217	szkOnycUeX0	0.07636363636363637	0.08695652173913042	1.2387387387387387	157.0	10	3.0	0.03020673890503772	1.0	0.65811235
9247	9247	Rb5q0DPKrRk	0.06869662086891942	0.005376344086021507	10.23954372623574	140.0	41	2.0	0.019890949309645	1.0	0.5713978
9264	9264	D6hzN-SHMAI	0.00990136973948127	0.046286163737090484	15823.766853932582	618.0	2078	4.0	0.0008377581314303378	1.0	0.40711668
9291	9291	74QAXwgRFbM	0.056338028169014086	0.04	1.9363636363636365	132.0	13	1.0	0.13561889115579215	1.0	0.5696333
9299	9299	Rh4Yrfjc810	0.01432718070854421	0.017857142857142856	74.23204419889504	55.0	88	1.0	0.07176107113655332	1.0	0.8270063
9302	9302	v0Ft_IRUxFo	0.001285512450777335	0.008359456635318705	1818.293103448276	137.0	15	4.0	0.013084544522806829	1.0	0.8173385999999999
9317	9317	dn4fb7G1AXk	0.010035962197875722	0.0	38.6957928802589	191.0	21	1.0	0.03491893542123003	1.0	0.50569373
9332	9332	WrAXzwi_oyk	0.007019783024888321	0.15384615384615385	6.369918699186993	106.0	18	2.0	0.04257982721281167	1.0	0.71278566
9340	9340	wdp9WkJqSLg	0.06609195402298851	0.14814814814814814	1.1262135922330097	363.0	19	5.0	0.009548099917942938	1.0	0.8238138
9358	9358	09_usMpNqIs	0.18591674047829934	0.030036968576709795	28.87468030690537	379.0	443	2.0	0.0005639948113166982	1.0	0.85238945
9372	9372	vHaX6n0ZEaE	0.1596551724137931	0.004301075268817204	1.3842482100238664	182.0	63	2.0	0.10407253474488157	1.0	0.79147637
9386	9386	QOOur-jMj6E	0.2116564417177914	0.0	0.8489583333333334	45.0	151	2.0	0.007380030098269454	1.0	0.6489236999999999
9390	9390	UEKo3R2_3E8	0.11464245175936436	0.0	1.911062906724512	117.0	96	1.0	0.06459572022817492	1.0	0.7527973000000001
9415	9415	emwRQO7Yw20	0.03927986906710311	0.0037735849056603774	21.003125	216.0	41	1.0	0.008182255297182472	1.0	0.8418476
9431	9431	ccqtR-52aEo	0.01109623110770997	0.049180327868852465	11.825791855203619	244.0	23	1.0	0.0742960431995759	1.0	0.6604151999999999
9436	9436	1U0gA2VyUvo	0.09346035015447993	0.01358695652173913	12.369426751592355	58.0	7	3.0	0.00384491738571519	1.0	0.6866458000000001
9440	9440	9fHUuOmR9Vg	0.2849162011173184	0.016528925619834708	1.6023017902813301	232.0	24	4.0	0.003654992208115121	1.0	0.7010941999999999
9451	9451	ep0PYK5SfTQ	0.013958125623130608	0.125	4.418502202643172	609.0	19	1.0	0.023258130670988537	1.0	0.6064446
9500	9500	zU3838Tit3U	0.0047095761381475655	0.14285714285714285	6.635416666666668	178.0	47	1.0	0.127821911632635	1.0	0.72370195
9501	9501	n1_xcLCz_oU	0.1189801699716714	0.045454545454545456	1.5215517241379308	179.0	45	1.0	0.012919456824655014	1.0	0.65061635
9502	9502	wmNC-KKN-E8	0.06422110967338539	0.01455270288277884	7032.12213740458	2023.0	30555	1.0	0.005664815698247558	1.0	0.750603
9508	9508	TuZ9FPoegyI	0.012965373600624835	0.023529411764705882	21.84869169510808	229.0	53	1.0	0.004116225447419178	1.0	0.5121348
9554	9554	jQolvrO8swA	0.05641025641025641	0.043478260869565216	1.2956810631229236	929.0	42	1.0	0.028365188940135393	1.0	0.6836045000000001
9583	9583	KucdShOdr58	0.17784097123482445	0.0344418052256532	23.383631713554987	335.0	356	3.0	0.0012755205696018716	1.0	0.76146954
9591	9591	BqA4nE_Tlpo	0.0025395591582921553	0.22395656599932132	1841.6155419222907	295.0	442	4.0	0.0025382199773592647	1.0	0.80548847
9596	9596	nuCQwyzh8sc	0.1702127659574468	0.0	1.018333333333333	133.0	38	2.0	0.032018325219544536	1.0	0.62674546
9627	9627	2-1tP9qnm9M	0.23905723905723905	0.040540540540540536	0.7139423076923077	161.0	18	1.0	0.05160474124034538	1.0	0.7687328
9643	9643	P18LnyBsJzo	0.08088235294117647	0.0	1.2515337423312884	284.0	14	1.0	0.21875373923897454	1.0	0.79998314
9680	9680	Nc4__y5A5z0	0.022314674735249618	0.008403361344537815	37.23943661971831	207.0	46	2.0	0.029538985413666487	1.0	0.7741182
9682	9682	9mkMDa6NBG0	0.0004568076028195486	0.3930530164533821	1674.6152073732721	110.0	51	2.0	0.005719888611192483	1.0	0.71973145
9706	9706	eh-56CLV-c4	0.03604458145601138	0.14124293785310735	24.952662721893486	59.0	52	1.0	0.010096146144886744	1.0	0.48370169999999996
9743	9743	AWbLyTQEJ-Q	0.17316017316017315	0.06976744186046513	1.0221238938053097	322.0	17	1.0	0.05588519747855367	1.0	0.87714493
9753	9753	RdWYLRAdt5Q	0.1607843137254902	0.06818181818181818	1.1283185840707963	489.0	24	1.0	0.03391037101529699	1.0	0.7045539000000001
9776	9776	7Auu8tVuZbY	0.030935559837293937	0.017006802721088437	34.6	43.0	128	1.0	0.037609804114197606	1.0	0.8070364000000001
9783	9783	njID3GGMZlo	0.01807066438910366	0.10267857142857142	29.66133333333333	176.0	92	2.0	0.0068156877972113785	1.0	0.52859294
9798	9798	9iKAQ94dqN8	0.01492323145358014	0.054545454545454536	27.329411764705878	236.0	76	2.0	0.006073070109716285	1.0	0.6810948
9802	9802	C6d8_GboGVo	0.21888412017167386	0.0	0.6005154639175257	211.0	26	4.0	0.014708982543617568	1.0	0.7611161
9827	9827	2iQJsv_PwD8	0.022190745986779985	0.0	8.338582677165354	60.0	55	1.0	0.031116252051370263	1.0	0.7606
9834	9834	sbYXweMJLVE	0.01106923717900159	0.08025177025963807	245.6	236.0	380	2.0	0.013804373132412746	1.0	0.39843538
9840	9840	aUKwq8-XTl0	0.05531914893617021	0.3606557377049181	2.0085470085470085	214.0	33	3.0	0.00485489325481443	1.0	0.64632463
9866	9866	-FUfOOePa8o	0.005793675957685989	0.0821917808219178	164.42180094786733	169.0	42	1.0	0.08760909022287654	1.0	0.59795994
9869	9869	rjLiriVWjbw	0.02309041309431021	0.062005277044854874	33.505984766050055	361.0	47	3.0	0.0039293840550115285	1.0	0.8447534
9879	9879	s0wQPvOezBo	0.15966386554621848	0.0	0.3190348525469169	111.0	15	1.0	0.01390216256595016	1.0	0.661589
9891	9891	nE3KEAieciU	0.09520689316253317	0.014246947082767978	82.9429347826087	6321.0	581	1.0	0.05481406923008508	1.0	0.73568845
9893	9893	bdeSsYanYDQ	0.07196261682242991	0.02531645569620253	5.119617224880383	262.0	185	1.0	0.00977074791584177	1.0	0.6240128
9927	9927	ErvEORHH-b8	0.027149321266968326	0.0	1.6451612903225807	139.0	14	1.0	0.2594373453730337	1.0	0.7323417
9949	9949	lO7Ai6bEu_8	0.047058823529411764	0.0	2.116182572614108	505.0	22	1.0	0.0410288952175467	1.0	0.7878425
9983	9983	d7FpThvnQF8	0.012537631950001906	0.07258632840028187	183.8248686514886	142.0	142	1.0	0.022255009534996338	1.0	0.77286816
9994	9994	zBHRpMjOO8Y	0.04125950054288816	0.10588235294117647	3.1487179487179486	268.0	48	3.0	0.005402852857867976	1.0	0.75510097
10026	10026	ogv27faZbts	0.0692090395480226	0.02	1.9397260273972603	72.0	22	3.0	0.020170519162642047	1.0	0.63115543
10099	10099	mqwuBFy698Q	0.006328678412918073	0.10076045627376426	2019.976833976834	1650.0	362	1.0	0.057365992134750486	1.0	0.7429962
10122	10122	Wqcbqie62dI	0.00985536140008004	0.07083333333333333	2154.9788359788363	214.0	285	1.0	0.06661777979811295	1.0	0.67782
10124	10124	u6BR-ITI1RE	0.02609095084979329	0.3918629550321199	45.35416666666666	78.0	109	1.0	0.11980343482246	1.0	0.65396327
10137	10137	HUnkU3xQA8g	0.213768115942029	0.0	1.0494296577946771	369.0	13	1.0	0.07690994092030208	1.0	0.85185874
10158	10158	dKCjiaCt8c0	0.13723150357995226	0.008620689655172414	1.3012422360248448	91.0	31	2.0	0.015775246848006554	1.0	0.5978085999999999
10159	10159	shgAWCcJ4ro	0.0539179104477612	0.017006802721088437	22.521008403361343	158.0	30	1.0	0.03168600129594363	1.0	0.690685
10187	10187	7JIJ84fSaY8	0.029717682020802376	0.09090909090909093	1.7037974683544304	783.0	25	1.0	0.17145888207148427	1.0	0.6346505
10189	10189	7yv7jkvNfn4	0.1872854418308964	0.0027081922816519968	20.115089514066497	406.0	352	2.0	0.0018736761063013715	1.0	0.69381875
10194	10194	1FWdfrqEtlM	0.05642023346303503	0.09375	2.0078125	673.0	19	1.0	0.05297522101572185	1.0	0.758009
10216	10216	XtWUvOABK_8	0.03420523138832998	0.0	2.85632183908046	160.0	27	3.0	0.013020729542568684	1.0	0.74558914
10245	10245	b7mN7QlBtEA	0.02662490211433046	0.1282051282051282	4.2425249169435215	234.0	15	1.0	0.015127860006521224	1.0	0.797652
10311	10311	a1Q-jCFnFn4	0.08809891808346214	0.017241379310344827	2.6088709677419355	354.0	38	1.0	0.010715711524279515	1.0	0.4583905
10352	10352	VqYmHuBVDxo	0.1896551724137931	0.0	0.4664879356568365	141.0	16	1.0	0.010079200083521984	1.0	0.6559583000000001
10383	10383	NZuJxJUQZQ0	0.014477842287058132	0.0	4.000882093501911	365.0	46	2.0	0.07223307538633951	1.0	0.7607569000000001
10392	10392	patfeTMPy3Q	0.024396135265700482	0.09009009009009007	14.892086330935252	195.0	73	1.0	0.22595946401929856	1.0	0.6985418000000001
10394	10394	NTSyeQKAAak	0.0951188986232791	0.02564102564102564	2.238095238095238	1002.0	32	3.0	0.008418561220743045	1.0	0.7501496
10428	10428	UAHWnQCWHiY	0.01011711082715285	0.07134220072551391	170.20403587443946	748.0	79	2.0	0.006647494924460198	1.0	0.7539646
10429	10429	HVImjbIBRUM	0.11818181818181818	0.07142857142857142	1.1743772241992882	316.0	121	4.0	0.011325913677679444	1.0	0.57532525
10431	10431	uNAQNB_UwrM	0.09359605911330048	0.0	1.1246537396121885	176.0	35	1.0	0.045068630239034034	1.0	0.8837362
10434	10434	Q3D30-6h5bY	0.04387096774193548	0.05555555555555555	2.1708683473389354	153.0	22	1.0	0.02643472342736659	1.0	0.5819908
10464	10464	lelXIrreobM	0.1293800539083558	0.0	2.7964824120603016	270.0	25	1.0	0.016361555396214228	1.0	0.6726189
10481	10481	IYbhtIIQVow	0.08092485549132948	0.0	0.8715365239294709	1119.0	18	1.0	0.13970099527867708	1.0	0.831306
10502	10502	e-BMZxbykRo	0.0285137686348545	0.3042096902303416	87.0311614730878	540.0	665	1.0	0.05254677367894245	1.0	0.49901995
10515	10515	IfpYKTs3GAs	0.035650623885918005	0.2	2.609302325581395	213.0	48	1.0	0.045006084053834175	1.0	0.8085673000000001
10519	10519	JDB2lMbxUr0	0.1206896551724138	0.07894736842105263	1.5025906735751295	83.0	26	1.0	0.12890583622197388	1.0	0.8190972
10526	10526	Jgz-Y0sJHp8	0.03186646433990895	0.015625	6.770547945205481	36.0	23	1.0	0.009537549516738502	1.0	0.6582
10533	10533	JnTyKwQQ7xU	0.18965976725592965	0.016129032258064516	28.79028132992327	522.0	502	1.0	0.0016122905046257858	1.0	0.78344566
10540	10540	BvVf0wRulrI	0.055274484633391234	0.005434782608695652	27.418219461697728	166.0	58	2.0	0.0305743350384804	1.0	0.80362624
10555	10555	c8MXz95AhXU	0.03303834808259587	0.05084745762711865	5.947368421052633	456.0	32	2.0	0.06080245253307885	1.0	0.5602264
10566	10566	BjkTL8IRCeg	0.00799623706491063	0.3703703703703704	12.079545454545455	490.0	34	2.0	0.0032114942675138146	1.0	0.77267957
10603	10603	mJgXKcjn07E	0.015447154471544716	0.0	5.1680672268907575	135.0	7	3.0	0.015126065102406062	1.0	0.7742171
10612	10612	nvJNrK2DxrE	0.01480904130943102	0.0379746835443038	15.365269461077846	382.0	76	3.0	0.02774683135379357	1.0	0.88244694
10630	10630	6ZIip-fJJyI	0.015503875968992246	0.0	9.258373205741627	143.0	9	1.0	0.008826138063925034	1.0	0.71213466
10659	10659	dUCNMafNjUs	0.016324062877871828	0.3414634146341464	3.8375870069605567	147.0	24	2.0	0.022642199182077848	1.0	0.61477923
10667	10667	Qq66hoJFEtA	0.11731843575418995	0.03289473684210526	3.927899686520376	1276.0	268	1.0	0.002213048258130745	1.0	0.76693946
10670	10670	GrmaAevKkTU	0.06280193236714976	0.037037037037037035	3.696428571428572	1100.0	68	1.0	0.03225240500005372	1.0	0.50288695
10684	10684	gbGdBFNkQKs	0.06830601092896177	0.0	0.9556135770234988	177.0	29	1.0	0.11056412932596532	1.0	0.686805
10754	10754	rq08k_WxPK0	0.05404311442014458	0.0654339605692974	44295.1814159292	68.0	34325	1.0	0.003953376902306217	1.0	0.83262974
10755	10755	wgooe31m1_g	0.004682274247491639	0.22699386503067484	64.07142857142857	389.0	128	1.0	0.02227407648646036	1.0	0.76831025
10770	10770	ZtC-SxusDDk	0.0075887433640100515	0.05	198.3135313531353	255.0	185	1.0	0.01514363914521208	1.0	0.70065767
10776	10776	tehkXHsEcqU	0.008840828553684288	0.11029411764705882	994.318376068376	628.0	936	1.0	0.00029016680793772303	1.0	0.40070674
10790	10790	REjgcRe6_0k	0.04124984562183525	0.023391812865497075	16.660493827160494	183.0	70	1.0	0.0016970102038467432	1.0	0.5710704000000001
10797	10797	XXYxXJGRq24	0.05821917808219178	0.15	1.2695652173913043	508.0	3	2.0	0.008248612825651305	1.0	0.7780151999999999
10810	10810	UxL7ShED7Gk	0.1347305389221557	0.0425531914893617	2.968888888888889	210.0	56	2.0	0.025657286237037964	1.0	0.78043276
10835	10835	ckmetuJxdSE	0.013034977188789921	0.047619047619047616	20.100436681222707	277.0	15	1.0	0.03993076218852699	1.0	0.7077774
10858	10858	gFFiy86FMsE	0.0227842333105491	0.2307692307692308	8.20373831775701	845.0	145	1.0	0.003477367193944888	1.0	0.78612345
10872	10872	7sbaJNks64I	0.062295081967213124	0.0	2.7354260089686098	346.0	5	2.0	0.00830981869726807	1.0	0.70795745
10907	10907	jGdid7R2Da8	0.1002737850787132	0.03934426229508197	9.15987460815047	463.0	61	2.0	0.01772837189268886	1.0	0.9023374
10918	10918	4_0zKS_LoQc	0.08220858895705521	0.028985507246376805	3.3130081300813012	161.0	37	1.0	0.029188630108537943	1.0	0.7944253000000001
10969	10969	nALtq2yQEH4	0.2814498933901919	0.0	1.2181818181818185	261.0	136	2.0	0.026730200703275732	1.0	0.9095328000000001
11075	11075	dxgfLicBTVM	0.03393304486449556	0.01324503311258278	11.08838383838384	226.0	20	1.0	0.00933613917352968	1.0	0.6779959
11108	11108	krQr-vJrBPs	0.12649164677804295	0.0	1.0397022332506205	646.0	194	1.0	0.017392960694624246	1.0	0.64842206
11150	11150	pAIhyFtzkrM	0.035897435897435895	0.02	3.7397260273972597	289.0	50	1.0	0.04696540729500783	1.0	0.5936203
11184	11184	VaDCFjegSTA	0.01004394224733208	0.2380952380952381	5.550522648083624	1009.0	18	2.0	0.006855989446906756	1.0	0.4919317
11193	11193	jzytGTQX_T8	0.00196043555352984	0.10425396825396824	1353.717080511663	140.0	506	3.0	4.919941786536732e-05	1.0	0.78532434
11214	11214	5Csc3L6euS8	0.007596050053971935	0.05472636815920398	83.65551839464881	578.0	16	1.0	0.015667157834641746	1.0	0.88475394
11259	11259	tQeRCWFSqD4	0.013228459063282088	0.463768115942029	13.382775119617223	636.0	33	2.0	0.015486792946417822	1.0	0.5054476999999999
11297	11297	W5OtzHQZZek	0.03867747972551466	0.015873015873015872	4.962848297213623	275.0	34	1.0	0.09119906176520412	1.0	0.51573914
